"chamber","campaign","leaf","light","pair_id","Photo","Cond","Ci","Trmmol","VpdL","id","leaflight","Month","temp","drydown"
"ch11","5","shade","low","b",10.09571712,0.08142704,187.231764,0.790734767,0.999465931,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.11675054,0.081615087,187.2998421,0.799315397,1.007978029,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.16497998,0.082189941,187.6788719,0.803692529,1.006611068,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","4","shade","low","r",9.16771153,0.079050302,200.254342,1.06216023,1.361578694,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.161502455,0.079295424,200.9245803,1.063651938,1.35941453,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","5","sun","high","b",19.17961484,0.220359941,225.6015985,2.104735765,1.02728789,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.11711239,0.218573707,225.108602,2.08334978,1.024604029,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","shade","low","b",10.18555424,0.083769365,190.8749553,0.812241824,0.998724441,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.22915072,0.084185346,190.9958223,0.81432457,0.996482686,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","4","shade","low","r",9.186690537,0.08022059,202.5314436,1.07275189,1.355627991,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.168531863,0.080488862,203.5020767,1.077461335,1.35713669,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.165527445,0.080799389,204.2513892,1.081072775,1.356554311,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.199024956,0.080973835,203.9164322,1.084558263,1.358021075,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.235540695,0.081224104,203.6812258,1.087809007,1.357979488,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.255375298,0.081566557,204.01719,1.091312261,1.356766536,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.266831893,0.081903618,204.4851937,1.094942221,1.355796579,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.212836443,0.082030097,205.8458484,1.095222049,1.354122413,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.228626818,0.082214632,205.9250348,1.096366604,1.352580581,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.25069589,0.082107301,205.2475241,1.093160439,1.350356599,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.258200181,0.082170028,205.2204123,1.092432555,1.34847336,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.232587401,0.082247635,205.9416981,1.091285563,1.345872238,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.28887332,0.081992022,204.1752729,1.088288478,1.34626399,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.223004967,0.081944442,205.4480215,1.085821175,1.344004822,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.257518384,0.082014517,204.8938873,1.085280878,1.342246774,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.274275321,0.081991834,204.5569556,1.084743064,1.341963922,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.248969086,0.081812715,204.7016505,1.082696151,1.342281194,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.262856963,0.081965007,204.7920752,1.08575512,1.343613696,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","6","sun","high","j",7.45022624,0.0454472,131.5782166,0.484885577,1.076417554,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.468552118,0.045863199,133.3129802,0.48948367,1.076923494,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.40396569,0.045739899,135.0080691,0.49197173,1.085232801,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.286529136,0.04487583,134.4689643,0.486848321,1.094232687,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.251137554,0.044485628,133.574606,0.483182233,1.095378202,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.210015043,0.044016263,132.4544669,0.479693974,1.098917348,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.17043807,0.043458912,130.6225643,0.475638511,1.103346187,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.151846448,0.042725648,126.9484139,0.469156671,1.106714976,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.069004148,0.04256475,129.1906353,0.467624863,1.107233849,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.02154494,0.041996898,127.568631,0.463177352,1.111298437,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.010869488,0.041730255,126.314708,0.461232563,1.113606872,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",6.957684358,0.041657953,128.0018187,0.460122553,1.112842267,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",6.905180615,0.041361822,128.2520883,0.458492515,1.116709866,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",6.876018313,0.040713881,125.2837391,0.452559267,1.119569351,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",6.822191108,0.040292806,124.7486832,0.448334515,1.120546105,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","4","shade","low","r",9.212350676,0.078761596,198.5601272,1.059794182,1.363376845,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","5","sun","high","b",19.30766875,0.226284442,227.9974849,2.172957497,1.034691672,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.26327353,0.224092734,227.0904722,2.150960368,1.033526482,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.23071949,0.22188653,226.1004497,2.127512467,1.031725344,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","6","sun","high","j",8.708213909,0.070117672,191.2212795,0.678230494,0.983980597,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","5","sun","high","b",19.05658171,0.216989581,224.6537218,2.067397062,1.023679856,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.95815505,0.215142753,224.3589794,2.048519942,1.022449889,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","shade","low","b",10.21680381,0.084442607,191.7302844,0.815373219,0.99483093,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","4","sun","high","r",10.18927835,0.069982801,153.3771132,1.113484748,1.609151074,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.27532565,0.06998154,151.3149103,1.108707892,1.60234031,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.21427123,0.069381489,150.9019384,1.102152603,1.606261425,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.20914974,0.069390326,151.1614283,1.094273064,1.594714652,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","6","shade","low","j",8.463971387,0.066881973,188.1519936,0.643885709,0.977734525,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","6","shade","low","j",8.463216256,0.066676304,187.5531817,0.641312889,0.97677821,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","6","shade","low","j",8.473099656,0.066087053,185.5472908,0.635439382,0.976296621,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","6","shade","low","j",8.414559676,0.065627676,185.6623711,0.629931476,0.974468283,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","4","sun","high","r",10.09048037,0.068444825,151.1572191,1.065838318,1.574531924,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.01972132,0.068508912,153.1368736,1.065298034,1.572307598,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.06609037,0.068506945,151.9768816,1.065874122,1.573170578,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.07851415,0.068866464,152.9830919,1.067913209,1.568174585,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.0842247,0.069345985,154.3656196,1.074978168,1.567877692,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.14843108,0.069556268,153.460586,1.078031187,1.567655764,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.18575603,0.070104957,154.4036075,1.085349753,1.566208172,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.24534277,0.07064794,154.6735989,1.093454662,1.56601733,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.24743755,0.071256384,156.5342669,1.102053796,1.565110333,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.34531138,0.07173703,155.7337072,1.109202894,1.564884672,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.37509042,0.07259329,157.6968436,1.118304325,1.559546462,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.44531503,0.073550541,158.9045367,1.12907535,1.554584634,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.46090538,0.073976112,159.8099432,1.132565185,1.550643999,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.51993981,0.074226424,159.1348156,1.13445029,1.548128462,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","6","shade","low","j",8.410118063,0.065247887,184.5297162,0.638662622,0.993540267,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","6","shade","low","j",8.356793083,0.065192271,185.7429729,0.638431784,0.993992487,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","6","shade","low","j",8.41120456,0.064953528,183.591333,0.637307747,0.995801401,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","6","shade","low","j",8.378379021,0.064806233,183.978569,0.636554824,0.996834576,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","6","shade","low","j",8.406663565,0.064920412,183.581338,0.637872711,0.997165395,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","6","shade","low","j",8.332797869,0.065242005,186.5132514,0.641440818,0.997808237,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","6","shade","low","j",8.380986192,0.065112543,184.8355059,0.64134456,0.999583174,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","6","shade","low","j",8.490003391,0.065495235,183.1971041,0.645042351,0.999581437,"6-11-shade-low","shade-low","Apr","ambient","drought"
"ch11","4","shade","low","r",9.15651913,0.077848132,197.697932,1.049418064,1.365477671,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.19543036,0.078555658,198.4164829,1.049699716,1.353946502,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","5","sun","high","b",19.34495561,0.229201191,229.3713698,2.202846294,1.036516637,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","4","sun","high","r",10.14817048,0.068782685,150.7535554,1.073314704,1.577913597,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.11367071,0.06864994,151.281076,1.070105626,1.57619232,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","5","sun","high","b",18.64453927,0.204232741,220.0683647,1.899829345,0.99565705,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.65634347,0.203624291,219.5373462,1.887509872,0.991992311,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","6","sun","high","j",8.708887516,0.070974924,193.2263258,0.745171028,1.067745133,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",8.519765468,0.064632031,179.0689815,0.738018617,1.15822688,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","5","sun","high","b",18.97162871,0.214181271,223.7095227,2.02960205,1.017297849,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.88944285,0.212254568,223.1371752,2.011894466,1.016955245,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.94127819,0.211509864,222.2518182,2.000673561,1.014622537,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.88348627,0.210913171,222.367189,1.986588501,1.010165201,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.75841884,0.209767625,222.7573445,1.972807673,1.008287981,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","4","sun","high","r",10.14376981,0.069636184,153.6055806,1.092456521,1.586693001,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.16242839,0.069353577,152.2268317,1.084584299,1.581617146,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","5","sun","high","b",20.1493888,0.284997383,249.5992164,2.587763443,0.996919725,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.95621548,0.261155084,240.9257262,2.522385917,1.052157743,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.87385857,0.256412198,239.2494752,2.473601606,1.049346501,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","4","sun","high","r",10.53046098,0.074561729,159.9555111,1.134878422,1.541967263,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","5","sun","high","b",18.57509208,0.202503703,219.5205351,1.873368552,0.989657103,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.16818822,0.201686201,214.5160995,1.863173269,0.988022911,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.70063774,0.200948151,218.7747287,1.850034545,0.984452047,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.67735568,0.200189643,218.5409928,1.836562526,0.980766142,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.56407668,0.200176731,219.6393366,1.827436336,0.975987791,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.61096648,0.199842272,219.0027448,1.820422557,0.973783463,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.62047805,0.199156957,218.4148934,1.809182071,0.970882661,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","6","sun","high","j",7.519819866,0.04538966,128.6675892,0.484133817,1.076082974,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","5","shade","low","b",10.41223383,0.088869686,197.4655921,0.844140139,0.980055871,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","sun","high","b",18.74221749,0.207327522,221.2641791,1.941929897,1.003449268,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.66438458,0.206150715,221.1551906,1.925964621,1.000525017,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",18.72057713,0.205229635,220.100223,1.911518687,0.997213042,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","shade","low","b",10.34233806,0.086818454,194.5034761,0.830211822,0.986024596,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","4","sun","high","r",10.57707357,0.074673869,159.209738,1.132434097,1.53643441,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.57605603,0.074608081,159.0251476,1.127979858,1.531751004,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.54345428,0.07463007,159.8810169,1.124097417,1.526081281,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","sun","high","r",10.56251019,0.074335818,158.5987445,1.117545299,1.52304923,"4-11-sun-high","sun-high","Feb","ambient","control"
"ch11","4","shade","low","r",9.024727833,0.080635383,207.0998441,1.082299413,1.360814472,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.021319729,0.079608652,204.6160676,1.099327226,1.399230906,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","4","shade","low","r",9.044494163,0.077144969,198.4837118,1.077243116,1.413690586,"4-11-shade-low","shade-low","Feb","ambient","control"
"ch11","5","sun","high","b",19.52881321,0.23357471,230.3258072,2.251404336,1.040902213,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.45795171,0.230801229,229.3443983,2.226567428,1.040883608,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","shade","low","b",10.28529398,0.085760109,193.3627059,0.823975864,0.990326991,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.33131214,0.085924644,192.790538,0.824845669,0.989523938,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.31571104,0.086023856,193.299905,0.825058703,0.988684835,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.30615031,0.086520716,194.5519069,0.828107713,0.986815843,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.33800115,0.086923879,194.7778659,0.830770373,0.985518829,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.39284722,0.087115151,194.1255298,0.832866804,0.98588615,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.41711316,0.087453472,194.4004393,0.83514476,0.984863124,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","6","sun","high","j",8.356360904,0.059399141,165.3784177,0.67244238,1.146488702,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",8.393272028,0.055580114,148.9375766,0.624022284,1.135734767,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","5","shade","low","b",10.24903202,0.084633597,191.5553813,0.816640943,0.994189117,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.25362436,0.085040672,192.3963635,0.818949739,0.992374824,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.28214684,0.085297871,192.3482062,0.820247542,0.991040513,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","sun","high","b",18.76054473,0.207845958,221.4161523,1.954821389,1.007721858,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","6","sun","high","j",7.585389902,0.045830031,128.7470199,0.489600924,1.077915868,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",8.322935077,0.051281004,131.5574499,0.558376845,1.100251747,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",8.287677512,0.050215046,127.3522433,0.544016851,1.094396803,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",8.237284394,0.049760044,126.7454804,0.53598009,1.087982439,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","5","sun","high","b",19.89091488,0.252620474,237.2121315,2.447885028,1.052725438,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.8678294,0.250639131,236.3998076,2.429567633,1.052417832,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.85735711,0.247920553,235.1472152,2.407253762,1.053253029,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","shade","low","b",10.37416638,0.087494387,195.3055054,0.835749186,0.985122032,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.44671595,0.088058545,195.1103461,0.839490764,0.983376154,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.43216962,0.087978061,195.2260091,0.838616693,0.98322878,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.42583987,0.088509297,196.5076473,0.841653171,0.981037239,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.4175426,0.088643541,196.8970794,0.842818634,0.980955182,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","5","shade","low","b",10.4499927,0.088572857,196.0850353,0.841903378,0.980635048,"5-11-shade-low","shade-low","Mar","ambient","drought"
"ch11","6","sun","high","j",8.080654674,0.048904548,127.6819014,0.526492782,1.087163427,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",8.044237275,0.048747339,128.171246,0.522499219,1.08238937,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.986315982,0.048430589,128.5665319,0.517786375,1.079569561,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","5","sun","high","b",19.79858968,0.245123627,234.166154,2.380909462,1.052675348,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.76352208,0.242829233,233.2570994,2.357609843,1.051452872,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.73909534,0.240533429,232.2851011,2.330086795,1.04835218,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.61370513,0.238037567,231.9614168,2.306640809,1.047859696,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","5","sun","high","b",19.53506275,0.235690294,231.3098311,2.278493729,1.044629164,"5-11-sun-high","sun-high","Mar","ambient","drought"
"ch11","6","sun","high","j",8.383933677,0.052239662,134.1998763,0.568367289,1.099707058,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",8.151228095,0.049253524,126.9773406,0.530306827,1.087388147,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.790663448,0.047188446,128.7388814,0.503948971,1.078003928,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",8.438064759,0.052896208,135.480097,0.590095856,1.127585828,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.905341255,0.048165467,130.0087763,0.513976346,1.077463697,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.844688342,0.047735264,129.8130369,0.509082051,1.076699056,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",8.41256096,0.05237014,133.8988567,0.57156223,1.103149476,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.588483088,0.046304938,131.2585168,0.493354333,1.075208538,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.764646257,0.046917247,128.2842744,0.500456153,1.07664212,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch11","6","sun","high","j",7.677273755,0.046417564,128.6720449,0.495419257,1.077111978,"6-11-sun-high","sun-high","Apr","ambient","drought"
"ch12","4","sun","high","p",15.0185832,0.140742267,204.8601313,1.405712285,1.037078221,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","4","sun","high","p",15.0537933,0.140565135,204.1641432,1.396382918,1.03142673,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","4","sun","high","p",15.19689805,0.139134253,200.601182,1.419636511,1.058881528,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","2","shade","low","z",8.849679653,0.314404162,321.5975875,4.06045106,1.379833403,"2-12-shade-low","shade-low","Dec","elevated","control"
"ch12","4","sun","high","p",15.20464036,0.14102889,202.8749983,1.394073904,1.026484659,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","4","sun","high","p",15.1819842,0.141777338,204.1590057,1.394169942,1.021372156,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","4","sun","high","p",15.22847807,0.139668304,200.8787567,1.413082801,1.050166047,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","4","sun","high","p",15.19809445,0.14027909,202.0563096,1.411777137,1.044824075,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","3","sun","high","v",6.443970152,0.051763093,193.4682926,1.084672884,2.101829082,"3-12-sun-high","sun-high","Jan","elevated","control"
"ch12","3","sun","high","v",6.497902992,0.052264992,193.7081694,1.078980713,2.071385082,"3-12-sun-high","sun-high","Jan","elevated","control"
"ch12","2","sun","high","z",11.7803461,0.103773527,177.4846471,2.247453055,2.157670862,"2-12-sun-high","sun-high","Dec","elevated","control"
"ch12","4","sun","high","p",15.14276297,0.138577965,200.6207413,1.424004512,1.066199444,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","2","sun","high","z",12.09447463,0.107427588,178.2056426,2.30922035,2.143726275,"2-12-sun-high","sun-high","Dec","elevated","control"
"ch12","4","shade","low","p",11.40254699,0.188395679,288.1783951,1.879338148,1.052507201,"4-12-shade-low","shade-low","Feb","elevated","control"
"ch12","3","sun","high","v",6.546731129,0.052946441,194.7644089,1.078909612,2.045310017,"3-12-sun-high","sun-high","Jan","elevated","control"
"ch12","3","sun","high","v",6.590584447,0.053642613,196.0152698,1.080167189,2.021871847,"3-12-sun-high","sun-high","Jan","elevated","control"
"ch12","2","sun","high","z",12.26523886,0.109308199,178.2820074,2.263943732,2.066048438,"2-12-sun-high","sun-high","Dec","elevated","control"
"ch12","4","sun","high","p",15.11693247,0.142132142,205.3887695,1.388259122,1.014641883,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","2","sun","high","z",12.23199503,0.109191975,178.786215,2.317476495,2.117693138,"2-12-sun-high","sun-high","Dec","elevated","control"
"ch12","2","sun","high","z",12.28556881,0.109481991,178.2517526,2.304934534,2.100451589,"2-12-sun-high","sun-high","Dec","elevated","control"
"ch12","4","shade","low","p",11.38140399,0.186655598,287.5831918,1.850981687,1.04579015,"4-12-shade-low","shade-low","Feb","elevated","control"
"ch12","4","shade","low","p",11.41420015,0.187188198,287.5332754,1.85727436,1.046539487,"4-12-shade-low","shade-low","Feb","elevated","control"
"ch12","4","shade","low","p",11.32607146,0.18736489,288.4772614,1.861533065,1.047993129,"4-12-shade-low","shade-low","Feb","elevated","control"
"ch12","4","shade","low","p",11.36594138,0.187728929,288.3146791,1.866534989,1.048867614,"4-12-shade-low","shade-low","Feb","elevated","control"
"ch12","4","shade","low","p",11.3791569,0.18774905,288.1012138,1.869150906,1.050224911,"4-12-shade-low","shade-low","Feb","elevated","control"
"ch12","4","shade","low","p",11.42960854,0.188214895,287.8911218,1.875277359,1.05119879,"4-12-shade-low","shade-low","Feb","elevated","control"
"ch12","4","sun","high","p",14.88019266,0.136878715,201.7702208,1.586869083,1.201591145,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","4","sun","high","p",14.93487444,0.13609095,200.1300335,1.554082567,1.183383363,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","4","sun","high","p",14.93874129,0.135468639,199.193338,1.525818169,1.16706056,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","4","sun","high","p",15.12344582,0.136363845,197.977263,1.500538164,1.140698489,"4-12-sun-high","sun-high","Feb","elevated","control"
"ch12","4","sun","high","p",15.16484706,0.136733625,197.8423601,1.490130391,1.12990729,"4-12-sun-high","sun-high","Feb","elevated","control"
