"chamber","leaf","Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","temp"
"ch05","shade",18,"9:27:58",5180.5,0,19.55478646,0.30008066,274.1185696,3.637588472,1.322602017,24.87978363,6,1.420000017,1,2.840000033,23.15641022,24.87978363,22.33157921,420.0610046,394.890625,13.84762573,18.13034058,49.21960449,64.4419632,500.3794861,1799.68689,93.54080963,101.1761169,-9.01153183,-0.287750483,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83396581,0.003637588,298.0297836,296.3064102,287.9498959,1.280209139,3.156959476,31.20261551,13.07227493,24.01809692,2.998231808,0.271403562,1.834357458,1.16387435,0.171989923,27.73425245,0.694163275,61.15057823,385.5952161,0.031011445,"ambient"
"ch05","shade",19,"9:30:28",5331,0,24.13056415,0.286447313,460.9782862,3.535760505,1.340767342,24.89463043,6,1.420000017,1,2.840000033,23.16380882,24.89463043,22.3322773,650.5493164,618.989563,13.81798077,17.98153305,49.0838623,63.8735199,500.3682251,1799.488892,93.06330109,101.1587906,-12.25011826,-0.279571772,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833947042,0.003535761,298.0446304,296.3138088,287.9182162,1.331992176,3.159757478,31.23561936,13.25408631,24.02921963,3.000235359,0.260202808,1.818990136,1.181245223,0.164797213,46.63200592,0.744727074,60.48263611,607.5190485,0.024023611,"ambient"
"ch05","shade",20,"9:33:15",5498,0,25.16644223,0.256959255,778.7933018,3.297043764,1.38082722,24.95625496,6,1.420000017,1,2.840000033,23.17564201,24.95625496,22.33082771,1000.940002,966.944458,13.8158617,17.69887924,49.04589844,62.83049393,500.4391174,1799.133301,103.2608566,101.1683884,-17.33233261,-0.265604258,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834065196,0.003297044,298.106255,296.325642,287.8613217,1.449172515,3.171394309,31.34768044,13.6488012,24.06594849,3.006859705,0.235638969,1.790567089,1.216292617,0.149052122,78.78926321,0.80541679,59.06874728,954.9815367,0.015566272,"ambient"
"ch05","shade",21,"9:36:02",5664.5,0,26.1275564,0.227840008,944.2588247,3.038376362,1.421799827,25.02297783,6,1.420000017,1,2.840000033,23.18559074,25.02297783,22.33038521,1199.959473,1164.383911,13.83796883,17.41820717,49.09663773,61.79920197,500.321991,1799.137085,96.20172119,101.172081,-20.25982285,-0.251217127,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833869985,0.003038376,298.1729778,296.3355907,287.8619272,1.576481216,3.184036093,31.47148959,14.05328242,24.10428429,3.013787513,0.21091896,1.762236266,1.251551246,0.133246882,95.53263029,0.810951453,57.62650545,1151.964122,0.013070197,"ambient"
"ch05","shade",22,"9:38:31",5814,0,25.73646436,0.205116191,1512.12148,2.822148992,1.4562115,25.067276,6,1.420000017,1,2.840000033,23.18803024,25.067276,22.33024406,1800.409546,1763.578247,13.8347683,17.16097641,49.07889938,60.87863922,500.3387756,1799.200806,102.4139175,101.1738434,-28.88055038,-0.246383905,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833897959,0.002822149,298.217276,296.3380302,287.8721225,1.683794105,3.19245344,31.55413823,14.39316182,24.12765312,3.018017426,0.191299755,1.73624194,1.281775486,0.120731373,152.9871418,0.857416722,56.39626701,1751.344365,0.008287579,"ambient"
"ch06","shade",12,"9:04:25",3682.5,0,12.22773019,0.106509064,206.4263169,1.729086341,1.663680088,25.14594841,6,1.420000017,1,2.840000033,22.55416107,25.14594841,21.49398994,419.710968,404.1972961,13.21852112,15.26198483,48.71777725,56.24910355,499.944397,1801.130371,161.3307648,101.1513443,-3.026954651,0.441202402,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833240662,0.001729086,298.2959484,295.7041611,288.1808529,2.163656008,3.20745037,31.70941911,16.44743429,23.85005474,2.968104124,0.102659023,1.543770282,1.424333842,0.064497029,20.88029945,0.510706823,48.8033168,398.3848188,0.014979331,"elevated"
"ch06","shade",13,"9:06:54",3832,0,-0.387667477,0.114183415,54.08491814,1.797611865,1.617832675,24.92451668,6,1.420000017,1,2.840000033,22.43047142,24.92451668,21.51268387,49.46160126,49.81938171,13.17551994,15.29992676,48.92419815,56.81268311,499.934906,1801.201782,151.2691803,101.1484375,1.775512695,0.447975397,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833224843,0.001797612,298.0745167,295.5804714,288.1922787,2.142294313,3.165396361,31.29456509,15.99463833,23.67749405,2.937442154,0.109770063,1.547563685,1.389878469,0.068989606,5.470604962,1.085620019,49.6935147,50.00366027,-0.00385263,"elevated"
"ch06","shade",14,"9:09:23",3980.5,0,1.625303651,0.129907643,75.47601627,1.995708218,1.587010518,24.86927032,6,1.420000017,1,2.840000033,22.52411842,24.86927032,21.71291924,100.6863937,98.49992371,13.14394379,15.50189877,48.52926254,57.2351532,499.9512634,1799.426758,184.0006409,101.1468964,1.583946228,0.435651064,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833252106,0.001995708,298.0192703,295.6741184,287.9082748,2.055397797,3.154979466,31.19205413,15.69015536,23.69669437,2.940840069,0.124225313,1.567968948,1.372871122,0.078132101,7.634164795,0.766254566,50.74862434,97.72733219,0.008440006,"elevated"
"ch06","shade",15,"9:11:52",4130,0,3.803602886,0.151614851,100.3226882,2.268375767,1.55657636,24.86309052,6,1.420000017,1,2.840000033,22.65718269,24.86309052,21.90126228,150.3325958,145.372345,13.11286068,15.79204178,48.02264023,57.83448792,499.9781799,1799.664429,199.9420166,101.142067,1.198310852,0.42656064,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833296967,0.002268376,298.0130905,295.8071827,287.9463022,1.93179188,3.153816107,31.18204128,15.3899995,23.7601366,2.952092008,0.14393102,1.597239747,1.354852261,0.090617055,10.14684405,0.690108481,52.01906437,143.5642943,0.013781969,"elevated"
"ch06","shade",16,"9:14:21",4278.5,0,7.262960896,0.160967616,140.5791162,2.398050966,1.554783381,24.89068604,6,1.420000017,1,2.840000033,23.0265007,24.89068604,22.49253845,230.1432953,220.7916412,13.02806091,15.86030483,46.6586647,56.80205154,499.9605713,1800.375488,163.7553253,101.147522,0.142280579,0.418020487,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833267619,0.002398051,298.040686,296.1765007,288.0600717,1.910478353,3.159013913,31.23174796,15.37144312,23.95859337,2.987533193,0.152333543,1.604230532,1.383302661,0.095948278,14.21922925,0.636704884,52.29942595,217.3391775,0.01747723,"elevated"
"ch06","shade",17,"9:16:50",4428,0,11.21508836,0.15597321,190.0497031,2.422020323,1.617255235,25.23641014,6,1.420000017,1,2.840000033,22.94258308,25.23641014,22.07602119,331.4841614,317.1026001,13.03304577,15.89363861,46.91168976,57.20822906,499.9367065,1799.12439,197.1482086,101.142067,-1.346366882,0.420271158,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833227844,0.00242202,298.3864101,296.0925831,287.8598959,1.836774282,3.224770696,31.88357518,15.98993657,24.08949661,3.011113525,0.147853096,1.607515461,1.403598064,0.09310496,19.2220198,0.599331898,51.29643409,311.7714842,0.018452427,"elevated"
"ch06","shade",18,"9:19:19",4576.5,0,14.08639698,0.147476199,234.7084304,2.257121153,1.589837941,25.0199585,6,1.420000017,1,2.840000033,22.12727737,25.0199585,20.91556358,420.4744873,402.4784851,13.0907774,15.75696945,49.50957489,59.59316635,499.9390259,1801.291016,131.7024536,101.1377945,-2.71547699,0.442447901,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83323171,0.002257121,298.1699585,295.2772774,288.2065561,1.849298749,3.18346308,31.47649299,15.71952354,23.57361794,2.919118482,0.140196064,1.593625138,1.325493344,0.08824877,23.737893,0.583157707,51.37645741,395.7824866,0.018285528,"elevated"
"ch06","shade",19,"9:21:56",4734,0,17.90141028,0.134891787,393.2362516,2.070214566,1.587811899,24.88801765,6,1.420000017,1,2.840000033,22.26616669,24.88801765,21.32533455,650.288147,627.2456665,13.08513641,15.5310812,49.06893921,58.24117661,499.9447021,1800.027344,195.5919647,101.1326294,-8.072166443,0.442482233,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83324117,0.002070215,298.0380177,295.4161667,288.0043686,1.981017378,3.158510978,31.23137406,15.70029286,23.57709217,2.919729715,0.128775331,1.570699079,1.349030636,0.081012632,39.76901609,0.626925418,50.85959164,618.7361934,0.014714808,"elevated"
"ch06","shade",20,"9:24:56",4913.5,0,18.38091842,0.123486765,706.2978754,1.938711229,1.61806716,24.96477509,6,1.420000017,1,2.840000033,22.4374752,24.96477509,21.51399612,999.5580444,975.2295532,13.08431911,15.37524414,48.55728149,57.05914307,499.9473267,1800.93689,201.6717072,101.132637,-17.78139496,0.439376116,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833245544,0.001938711,298.1147751,295.5874752,288.1498959,2.063432017,3.173006145,31.37469998,15.99945584,23.70112514,2.941624679,0.118341144,1.554938985,1.386685694,0.074408923,71.42976666,0.724237563,49.96048071,966.4921449,0.009501573,"elevated"
"ch06","shade",21,"9:27:50",5088,0,18.87937443,0.113741833,873.7744486,1.804233184,1.629654824,24.93708038,6,1.420000017,1,2.840000033,22.41771317,24.93708038,21.51436615,1200.555786,1175.352051,13.07637119,15.20884037,48.58626175,56.50961304,499.9255066,1799.759033,469.3877258,101.1329346,-24.26833344,0.444143534,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833209178,0.001804233,298.0870804,295.5677132,287.9614389,2.132682092,3.167769482,31.32282768,16.11398731,23.67739677,2.937424948,0.109361895,1.538114658,1.39931029,0.068731647,88.36737413,0.743415088,49.35792606,1166.3777,0.007989237,"elevated"
"ch06","shade",22,"9:30:19",5236.5,0,19.52200925,0.102555265,1416.697919,1.656163898,1.65317043,24.90637207,6,1.420000017,1,2.840000033,22.87166977,24.90637207,22.29846001,1800.122681,1773.169556,12.96038055,14.91832638,46.84879684,53.92632294,499.9494934,1801.209106,137.6664734,101.1374435,-46.31032562,0.443197489,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833249156,0.001656164,298.0563721,296.0216698,288.1934506,2.277028033,3.161971821,31.26410665,16.34578027,23.88902092,2.975066554,0.098980962,1.508801392,1.466265162,0.062174599,143.2812058,0.798963593,48.34655037,1763.889727,0.005350798,"elevated"
"ch08","shade",1,"8:19:04",961.5,0,15.68007425,0.156487867,223.2922205,2.548490914,1.697679718,25.11927223,6,1.420000017,1,2.840000033,23.25589371,25.11927223,22.48395348,419.7142029,399.6753235,11.86234951,14.87512398,41.9013176,52.54332733,499.9873352,1798.944824,79.99130249,101.1540222,-2.700648546,0.386945963,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833312225,0.002548491,298.2692722,296.4058937,287.8311654,1.828117651,3.20235834,31.65824027,16.78311629,24.18758297,3.028888856,0.148315482,1.504678621,1.524210235,0.093398333,22.58690623,0.55868403,48.55826032,392.2217672,0.019412414,"elevated"
"ch08","shade",2,"8:21:33",1111,0,-0.273339526,0.161135679,51.07218339,2.579219899,1.671022045,25.11216164,6,1.420000017,1,2.840000033,23.21224213,25.11216164,22.49272156,49.40308762,49.57765198,12.07655239,15.12485504,42.7717247,53.5679512,499.9916077,1798.658936,80.96802521,101.1566849,1.877167463,0.393535852,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833319346,0.00257922,298.2621616,296.3622421,287.7854233,1.806703443,3.20100224,31.64400103,16.51914599,24.16220188,3.024280488,0.152484052,1.529980195,1.494300293,0.096043814,5.166292761,1.030145264,49.41692036,49.7075845,-0.002717412,"elevated"
"ch08","shade",3,"8:24:02",1259.5,0,2.392220647,0.176421971,73.10539364,2.737756045,1.628058863,25.08883095,6,1.420000017,1,2.840000033,23.09757042,25.08883095,22.29161644,101.3878784,98.19456482,12.27082348,15.50524139,43.76318359,55.29854965,499.9922485,1799.75,82.42337799,101.1591721,1.567528486,0.38410306,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833320414,0.002737756,298.2388309,296.2475704,287.9599936,1.713942582,3.196556245,31.59927252,16.09403112,24.09320068,3.01178312,0.166103551,1.568497382,1.443285738,0.104694945,7.395281094,0.744495317,50.89055892,97.05741769,0.01254324,"elevated"
"ch08","shade",4,"8:26:31",1409,0,4.912172004,0.19581687,97.87946439,2.949098558,1.589867546,25.11997604,6,1.420000017,1,2.840000033,23.10403252,25.11997604,22.29568672,149.8681641,143.4654236,12.45799828,15.94073296,44.41540146,56.83209229,499.9670715,1799.748413,83.2546463,101.1637955,1.156716108,0.372817278,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833278453,0.002949099,298.269976,296.2540325,287.9597397,1.600107398,3.202492595,31.65650893,15.71577597,24.11200428,3.015184309,0.183186251,1.612625048,1.40255926,0.115562928,9.901858116,0.682251249,52.42528847,141.1304123,0.018247097,"elevated"
"ch08","shade",5,"8:29:00",1557.5,0,9.149077086,0.216652672,141.5278565,3.161302706,1.550556424,25.15030098,6,1.420000017,1,2.840000033,23.01965141,25.15030098,22.09684372,229.7858276,217.9788361,12.65458393,16.38635826,45.34770203,58.72050858,499.9499207,1800.194092,85.08611298,101.1649704,0.327141523,0.364310503,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833249868,0.003161303,298.300301,296.1696514,288.0310482,1.474739647,3.208281873,31.71336738,15.32700912,24.0849762,3.010296533,0.201296534,1.657725448,1.352571084,0.127105393,14.31766141,0.649273384,53.98921153,213.629803,0.023121842,"elevated"
"ch08","shade",6,"8:31:29",1707,0,14.27493798,0.233274209,200.743844,3.294373098,1.508703293,25.11003494,6,1.420000017,1,2.840000033,22.87381554,25.11003494,21.90181351,330.0992737,311.7372437,12.83645153,16.72352982,46.40900421,60.46237946,500.0073547,1799.732178,88.40289307,101.1684418,-1.090674639,0.363288164,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833345591,0.003294373,298.2600349,296.0238155,287.957142,1.390562011,3.200596745,31.63631552,14.91278571,23.99192524,2.993522074,0.215567733,1.691893452,1.301628622,0.136216117,20.30894189,0.643952072,55.36041396,304.9516218,0.025914487,"elevated"
"ch08","shade",7,"8:33:58",1855.5,0,18.04977573,0.235063258,257.2551621,3.297884886,1.499558775,25.15117073,6,1.420000017,1,2.840000033,22.8894577,25.15117073,21.90188408,419.9124146,396.6811218,12.99998093,16.8908844,46.95749664,61.01190948,499.9631653,1799.03479,86.36451721,101.1722794,-2.753943682,0.35697484,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833271942,0.003297885,298.3011707,296.0394577,287.84556,1.383827258,3.20844805,31.71271884,14.82183444,24.02031422,2.998631119,0.217094608,1.708889275,1.289741844,0.137191661,26.02709113,0.648518792,55.75978143,388.1011229,0.025932714,"elevated"
"ch08","shade",8,"8:36:27",2005,0,23.36882257,0.222750668,428.0016172,3.117592407,1.490151449,25.07672882,6,1.420000017,1,2.840000033,22.48742104,25.07672882,21.3186264,650.0140381,619.6489868,13.16425323,16.84287262,48.72692108,62.34317017,499.9293823,1800.230347,88.19712067,101.1763687,-7.881140709,0.364596605,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833215637,0.003117592,298.2267288,295.637421,288.036849,1.437365119,3.194252139,31.57112851,14.72825589,23.78207493,2.955991678,0.206550244,1.70410069,1.251890988,0.130457811,43.30364943,0.690716238,55.66872581,608.5405678,0.021377582,"elevated"
"ch08","shade",9,"8:39:19",2176.5,0,23.23062623,0.186307417,738.1238535,2.682504809,1.515022977,25.02697945,6,1.420000017,1,2.840000033,22.3114872,25.02697945,21.12591362,1000.612305,969.609436,13.33790302,16.50428581,49.89850998,61.74428558,499.9203491,1800.431763,89.72731781,101.1720657,-17.64133453,0.382094622,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833200582,0.002682505,298.1769794,295.4614872,288.0690756,1.648698573,3.184795666,31.47900206,14.97471625,23.66923332,2.935981295,0.174837844,1.669772689,1.266208606,0.110249318,74.67751503,0.761258942,54.26071114,958.5667089,0.013149949,"elevated"
"ch08","shade",10,"8:42:07",2344.5,0,23.95260052,0.156808177,886.9485889,2.304583037,1.531690546,24.96207809,6,1.420000017,1,2.840000033,22.03830528,24.96207809,20.72709274,1200.188477,1168.210571,13.49690151,16.21789932,51.3407135,61.69108582,499.9359131,1800.062012,77.23116302,101.172493,-23.66770172,0.399005175,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833226522,0.002304583,298.1120781,295.1883053,288.0099154,1.818458838,3.172495851,31.35729641,15.13939709,23.50019169,2.906226523,0.148603179,1.640805305,1.265421218,0.093580877,89.73479988,0.759236914,53.13106951,1156.824652,0.011001039,"elevated"
"ch08","shade",11,"8:44:53",2511,0,23.65658552,0.135286566,1435.575929,2.02197038,1.546686525,24.93114471,6,1.420000017,1,2.840000033,21.9931736,24.93114471,20.73757362,1799.296631,1766.617432,13.62378407,16.01165199,51.96691513,61.07526016,499.9259644,1800.000366,104.1690369,101.1739197,-45.54306793,0.40121007,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833209941,0.00202197,298.0811447,295.1431736,288.0000522,1.964343261,3.166648118,31.2990554,15.28740341,23.46215916,2.899568483,0.129135073,1.619961593,1.279606891,0.081240435,145.2428437,0.812612795,52.24829477,1755.372224,0.007041334,"elevated"
"ch10","shade",1,"8:15:26",779,0,8.415609506,0.067637215,198.5747753,1.171082978,1.750703235,25.40699196,6,1.420000017,1,2.840000033,23.28883362,25.40699196,22.12838364,420.9843445,410.316803,13.51570511,14.89905453,47.64186096,52.51806641,500.3659668,1798.74939,34.89253998,101.1440353,2.379785061,-0.219370291,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833943278,0.001171083,298.556992,296.4388336,287.7998959,2.511633389,3.257653732,32.20806567,17.30901114,24.34791279,3.058141591,0.066063844,1.506950498,1.551191093,0.041428435,20.08465409,0.483954773,46.24271712,406.3164253,0.009577773,"elevated"
"ch10","shade",2,"8:17:55",927.5,0,-0.278315659,0.073213418,54.84959675,1.18498654,1.64010028,25.01785469,6,1.420000017,1,2.840000033,22.58181572,25.01785469,21.15313721,49.75828171,50.0209198,13.85525513,15.25441933,50.97745514,56.12538147,500.4031372,1799.793579,22.08519554,101.1486282,1.604207516,-0.223975584,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834005229,0.001184987,298.1678547,295.7318157,287.9669662,2.466757729,3.183063869,31.46917486,16.21475554,23.79983521,2.959151974,0.071373455,1.542963589,1.416188385,0.044770148,5.54796147,1.09653315,48.56753019,50.15321773,-0.002695162,"elevated"
"ch10","shade",3,"8:20:24",1077,0,1.129355444,0.080765571,72.90195038,1.254229202,1.577697188,24.86275291,6,1.420000017,1,2.840000033,22.59019852,24.86275291,21.3847065,99.49611664,97.99456787,14.10078144,15.58125496,51.85549545,57.29992294,500.3885803,1800.339844,30.58001709,101.1507339,1.905530453,-0.237163946,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833980967,0.001254229,298.0127529,295.7401985,288.0543686,2.454215534,3.153752563,31.17874127,15.59748631,23.72647572,2.946117326,0.078532226,1.576055375,1.370061951,0.049278524,7.374085787,0.743938689,50.19280779,97.45772638,0.005816421,"elevated"
"ch10","shade",4,"8:22:53",1225.5,0,2.664568681,0.089708799,95.185603,1.38369006,1.571415805,24.99922371,6,1.420000017,1,2.840000033,22.76759338,24.99922371,21.55374336,150.5041351,147.0649261,14.26484871,15.89770985,51.89886093,57.83959198,500.3582458,1798.831543,25.76184464,101.1538544,2.067410946,-0.250688016,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83393041,0.00138369,298.1492237,295.9175934,287.8130404,2.388256785,3.179530432,31.43261769,15.53490784,23.88340855,2.974062862,0.086961881,1.608114627,1.365948236,0.05459147,9.628390624,0.647235242,50.92918961,145.7983178,0.009307674,"elevated"
"ch10","shade",5,"8:25:22",1375,0,5.033653782,0.099649346,135.4911686,1.528446394,1.567514824,25.1444664,6,1.420000017,1,2.840000033,22.84200668,25.1444664,21.55314636,229.7208405,223.2757874,14.40616417,16.20921326,52.17800903,58.70851517,500.3762207,1799.284424,26.65005302,101.1555862,2.329541683,-0.259402692,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833960368,0.001528446,298.2944664,295.9920067,287.8855014,2.303212066,3.207167294,31.70529096,15.4960777,23.99323654,2.993757896,0.096271395,1.63965247,1.354105426,0.060464258,13.70568859,0.606833236,51.62243395,220.8830294,0.011764121,"elevated"
"ch10","shade",6,"8:27:51",1523.5,0,7.775455898,0.104903416,191.5372372,1.575164763,1.537232631,25.08872032,6,1.420000017,1,2.840000033,22.63405609,25.08872032,21.15717125,330.1508484,320.2221375,14.54517937,16.40303993,53.35150146,60.16610336,500.3585205,1799.792603,21.71273804,101.1582336,2.676709652,-0.251727521,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833930868,0.001575165,298.2387203,295.7840561,287.96681,2.259997591,3.196535177,31.59935738,15.19631745,23.86138821,2.970127703,0.101166544,1.659302546,1.310825157,0.063554532,19.37556859,0.598138651,52.48200508,316.5260581,0.012892193,"elevated"
"ch10","shade",7,"8:30:20",1673,0,9.677651636,0.095269169,232.5563625,1.44791681,1.550803555,25.15567398,6,1.420000017,1,2.840000033,22.64289474,25.15567398,21.1598053,420.0773926,407.7653198,14.68703938,16.39472198,53.84437943,60.10493851,500.3899231,1799.07666,22.7420845,101.1609116,2.882855892,-0.24843353,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833983205,0.001447917,298.305674,295.7928947,287.8522592,2.317001204,3.209308576,31.72478901,15.33006703,23.89928436,2.976902788,0.092177045,1.658505021,1.318397767,0.057880705,23.52561362,0.57031913,52.09371527,403.1650277,0.012504677,"elevated"
"ch10","shade",8,"8:32:49",1821.5,0,13.14729586,0.087666366,374.1115565,1.331670169,1.546105922,25.11964226,6,1.420000017,1,2.840000033,22.52955818,25.11964226,20.96501923,649.7435913,632.9668579,14.80178356,16.37254715,54.64176559,60.44034576,500.3428955,1798.771362,23.53483391,101.16465,2.509992123,-0.236054838,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833904826,0.00133167,298.2696423,295.6795582,287.8034115,2.36717841,3.202428923,31.65561215,15.283065,23.82460022,2.963563638,0.085041275,1.656323001,1.307240637,0.053380572,37.84686466,0.591044463,52.01417695,626.7172631,0.010911552,"elevated"
"ch10","shade",9,"8:35:25",1978,0,15.17028917,0.079967586,650.385008,1.218305727,1.54651543,25.12527657,6,1.420000017,1,2.840000033,22.52829742,25.12527657,20.96596146,1001.228149,981.6020508,14.9426775,16.3797226,55.16410065,60.46925735,500.3392944,1800.621094,23.66134453,101.1609573,1.51493597,-0.235555112,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833898824,0.001218306,298.2752766,295.6782974,288.0993686,2.428954261,3.203503849,31.66739356,15.28767096,23.82678699,2.963953469,0.077777556,1.656988419,1.30696505,0.048803101,65.79357004,0.66257503,51.89059538,974.3908219,0.008078846,"elevated"
"ch10","shade",10,"8:38:07",2139.5,0,17.88910752,0.072502897,749.3507392,1.09654744,1.531414905,25.04650879,6,1.420000017,1,2.840000033,22.48304176,25.04650879,20.96463203,1199.570068,1176.570435,15.08774757,16.3811779,55.85147095,60.63946533,500.3368225,1800.165894,26.63007927,101.1581726,0.736005306,-0.227464139,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833894704,0.001096547,298.1965088,295.6330418,288.0265365,2.496657136,3.188504926,31.51999333,15.13881543,23.76477528,2.952916184,0.070698034,1.657090022,1.295826163,0.044344958,75.80295142,0.636894076,52.01716035,1168.06681,0.007966501,"elevated"
"ch10","shade",11,"8:40:36",2289,0,18.63051254,0.067269846,1285.032804,1.019062694,1.531171606,25.03949356,6,1.420000017,1,2.840000033,22.48015594,25.03949356,20.96644592,1799.49231,1774.979858,15.16833687,16.37047005,56.15942383,60.61021423,500.3007202,1799.782104,29.46958542,101.1577835,-2.315142155,-0.226817548,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833834534,0.001019063,298.1894936,295.6301559,287.9651303,2.537002702,3.187172071,31.50693857,15.13646852,23.75982475,2.952036606,0.065713324,1.656000465,1.296036142,0.041207891,129.9910702,0.723970358,51.91891489,1766.123805,0.00547683,"elevated"
"ch12","shade",34,"10:44:06",9749,0,11.98267423,0.144904441,258.5313075,1.974148178,1.40968721,26.197052,6,1.420000017,1,2.840000033,23.1343708,26.197052,21.05784988,419.4874268,404.159729,17.49100876,19.81169701,62.24144363,70.49957275,500.2921753,1799.174316,111.4286346,101.1582565,-9.265968323,-0.25468564,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833820292,0.001974148,299.347052,296.2843708,287.8678842,1.962764404,3.413803938,33.74716069,13.93546368,24.6657114,3.116855814,0.137869945,2.004116728,1.112739086,0.086774266,26.15257633,0.639676071,59.62980823,398.4637396,0.017931985,"elevated"
"ch12","shade",35,"10:46:37",9899.5,0,-0.216518902,0.159918474,50.38140927,2.058599022,1.338807522,25.97683907,6,1.420000017,1,2.840000033,22.74570084,25.97683907,20.57622337,49.0472374,49.18547058,17.65641212,20.07563782,64.32669067,73.14053345,500.3099976,1799.440796,107.4148331,101.1588898,-4.788848877,-0.246859789,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833849996,0.002058599,299.1268391,295.8957008,287.9105209,1.898442738,3.369636755,33.31033746,13.23469964,24.36126995,3.060589759,0.151393603,2.030829233,1.029760526,0.095351679,5.096527427,1.024314877,61.35493051,49.2883933,-0.00269526,"elevated"
"ch12","shade",36,"10:49:06",10048.5,0,1.560591401,0.184665496,81.56623107,2.252434227,1.278915458,25.86898041,6,1.420000017,1,2.840000033,22.65575409,25.86898041,20.4965477,99.82250214,97.68702698,17.80960083,20.45565224,65.23981476,74.9327774,500.2984924,1800.04248,103.1239929,101.1588974,-4.906341553,-0.287152529,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833830821,0.002252434,299.0189804,295.8057541,288.0067904,1.80154714,3.348186684,33.0982916,12.64263936,24.26236725,3.042502924,0.173391077,2.069271226,0.973231699,0.109328937,8.25115,0.834975059,63.14802366,96.94519657,0.010165358,"elevated"
"ch12","shade",37,"10:51:38",10200.5,0,3.477771909,0.223436223,116.5211124,2.591945929,1.231321939,25.93878937,6,1.420000017,1,2.840000033,22.77256393,25.93878937,20.61324692,150.3236237,145.7001038,18.0223465,21.0651989,65.54692841,76.61373138,500.3225403,1799.39563,120.3217239,101.1494904,-4.774658203,-0.311499834,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338709,0.002591946,299.0887894,295.9225639,287.9032943,1.628902503,3.362056072,33.23848751,12.17328861,24.35567665,3.059564382,0.207139574,2.130734133,0.928830249,0.130833978,11.78605113,0.799732529,65.09954394,144.0469376,0.015717194,"elevated"
